B	    8	    3
B	    8	    3
B	    8	    3
B	    8	    3
B	    8	    3
B	    8	    3
B	    8	    3
B	    8	    3
B	    8	    3
B	    8	    3
B	    8	    3
B	    8	    3
B	    8	    3
B	    8	    3
B	    8	    3
B	    8	    9
